category,name,object,scene,x,y,schema,objectIndex,npcId,spriteI,dropType,size,keyUse,groupCount,target,targetBis,linkedTorch,objectiveCleared,destination,statsId,level,skillId,moduleId,container,destI,tier,keyId,pickup,npcToFreeCount,duration,torchGroupCount,isStartCheckpoint,torchesCount,dropXp
enemies,Enemy,Cave 495 BloberT2 S2,Cave,-796,214,Enemy,92553,,110,,2,,,,,,,,,,,,,,2,,,,,,,,
torches,Torch,TorchStand (3),CaveExtra,-1303,170,Torch,103918,,14,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,TorchStand (5),CaveExtra,-1303,176,Torch,103936,,14,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,TorchStand (6),CaveExtra,-1183,116,Torch,103954,,14,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,TorchStand (8),CaveExtra,-1183,122,Torch,103972,,14,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,TorchStand (4),CaveExtra,-1289,29,Torch,103990,,14,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,TorchStand (7),CaveExtra,-1289,35,Torch,104008,,14,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,TorchStand (9),CaveExtra,-1485,-4.35,Torch,104026,,14,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,TorchStand (10),CaveExtra,-1485,0.41,Torch,104044,,14,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,TorchStand (11),CaveExtra,-1475,120,Torch,104062,,14,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,TorchStand (12),CaveExtra,-1475,126,Torch,104080,,14,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,TorchStand (13),CaveExtra,-1184,-77,Torch,104098,,14,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,TorchStand (14),CaveExtra,-1178,-77,Torch,104116,,14,,,,,,,,,,,,,,,,,,,,,,,,
pickups_remaining,Pickup,CaveExtraHp0,CaveExtra,-1411,-84,Pickup,106562,,18,,,,,,,,,,,,,,,,,,,,,,,,
enemies,Enemy,CaveExtra 000 DoublerT1 S1 Solid Static,CaveExtra,-1404,-69,Enemy,106870,,46,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,CaveExtra 001 DoublerT1 S1 Solid Static,CaveExtra,-1419,-58,Enemy,106878,,46,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,CaveExtra 002 DoublerT1 S1 Solid Static,CaveExtra,-1420,-66,Enemy,106886,,46,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,CaveExtra 003 DoublerT1 S1 Solid Static,CaveExtra,-1388,-60,Enemy,106894,,46,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,CaveExtra 004 DoublerT1 S1 Solid Static,CaveExtra,-1398,-96,Enemy,106902,,46,,1,,,,,,,,,,,,,,1,,,,,,,,
torches,Torch,TorchBlueDungeon,Dungeon1,572.56,199,Torch,107835,,4,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,TorchBlueDungeon (1),Dungeon1,577,199,Torch,107853,,4,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,TorchBlueDungeon (8),Dungeon1,514,237,Torch,107871,,4,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,TorchBlueDungeon (9),Dungeon1,520,237,Torch,107889,,4,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,TorchBlueDungeon (5),Dungeon1,520,263,Torch,107907,,4,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,TorchBlueDungeon (6),Dungeon1,514,263,Torch,107925,,4,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,TorchBlueDungeon (2),Dungeon1,544,193,Torch,107943,,4,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,TorchBlueDungeon (3),Dungeon1,550,193,Torch,107961,,4,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,TorchBlueDungeon (7),Dungeon1,504.98,282.83,Torch,107979,,4,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,TorchBlueDungeon (10),Dungeon1,528.98,282.83,Torch,107997,,4,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,TorchBlueDungeon (11),Dungeon1,537,293,Torch,108015,,4,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,TorchBlueDungeon (16),Dungeon1,527,312.57,Torch,108033,,4,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,TorchBlueDungeon (12),Dungeon1,537,302.67,Torch,108051,,4,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,TorchBlueDungeon (13),Dungeon1,497,293,Torch,108069,,4,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,TorchBlueDungeon (14),Dungeon1,497,302.67,Torch,108087,,4,,,,,,,,,,,,,,,,,,,,,,,,
torches,Torch,TorchBlueDungeon (15),Dungeon1,507,312.57,Torch,108105,,4,,,,,,,,,,,,,,,,,,,,,,,,
crystals,XP crystal,Dungeon1Destroyable0,Dungeon1,427.94,207.25,CrystalDestroyable,108305,,,,1,,,,,,,,,,,,,,,,,,,,,,true
crystals,No-XP crystal,Dungeon1Destroyable1,Dungeon1,462,215,CrystalDestroyable,108308,,,,3,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,Dungeon1Destroyable2,Dungeon1,462,213,CrystalDestroyable,108311,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,Dungeon1Destroyable3,Dungeon1,460,215,CrystalDestroyable,108314,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,XP crystal,Dungeon1Destroyable4,Dungeon1,544,217,CrystalDestroyable,108317,,,,2,,,,,,,,,,,,,,,,,,,,,,true
crystals,No-XP crystal,Dungeon1Destroyable5,Dungeon1,615.71,235.35,CrystalDestroyable,108320,,,,1,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,Dungeon1Destroyable6,Dungeon1,608.73,235.73,CrystalDestroyable,108323,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,Dungeon1Destroyable7,Dungeon1,613.24,244.21,CrystalDestroyable,108326,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,Dungeon1Destroyable8,Dungeon1,618.1,240.75,CrystalDestroyable,108329,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,Dungeon1Destroyable9,Dungeon1,596,236,CrystalDestroyable,108332,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,Dungeon1Destroyable10,Dungeon1,589,236,CrystalDestroyable,108335,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,Dungeon1Destroyable11,Dungeon1,595,235,CrystalDestroyable,108338,,,,1,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,Dungeon1Destroyable12,Dungeon1,593,236,CrystalDestroyable,108341,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,XP crystal,Dungeon1Destroyable13,Dungeon1,620.23,207.73,CrystalDestroyable,108344,,,,0,,,,,,,,,,,,,,,,,,,,,,true
crystals,XP crystal,Dungeon1Destroyable14,Dungeon1,619,206.21,CrystalDestroyable,108347,,,,1,,,,,,,,,,,,,,,,,,,,,,true
crystals,XP crystal,Dungeon1Destroyable15,Dungeon1,620.55,204.48,CrystalDestroyable,108350,,,,0,,,,,,,,,,,,,,,,,,,,,,true
crystals,XP crystal,Dungeon1Destroyable16,Dungeon1,616.54,211.29,CrystalDestroyable,108353,,,,0,,,,,,,,,,,,,,,,,,,,,,true
crystals,XP crystal,Dungeon1Destroyable17,Dungeon1,615.34,200.4,CrystalDestroyable,108356,,,,0,,,,,,,,,,,,,,,,,,,,,,true
crystals,XP crystal,Dungeon1Destroyable18,Dungeon1,616.23,200.22,CrystalDestroyable,108359,,,,0,,,,,,,,,,,,,,,,,,,,,,true
crystals,No-XP crystal,Dungeon1Destroyable19,Dungeon1,464,215,CrystalDestroyable,108362,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,XP crystal,Dungeon1Destroyable20,Dungeon1,616.03,211.44,CrystalDestroyable,108365,,,,0,,,,,,,,,,,,,,,,,,,,,,true
crystals,No-XP crystal,Dungeon1Destroyable21,Dungeon1,587,237,CrystalDestroyable,108368,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,Dungeon1Destroyable22,Dungeon1,462,217,CrystalDestroyable,108371,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,Dungeon1Destroyable23,Dungeon1,607.89,235.17,CrystalDestroyable,108374,,,,2,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,Dungeon1Destroyable24,Dungeon1,597,235,CrystalDestroyable,108377,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,Dungeon1Destroyable25,Dungeon1,616,243,CrystalDestroyable,108380,,,,2,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,Dungeon1Destroyable26,Dungeon1,543,239,CrystalDestroyable,108383,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,Dungeon1Destroyable27,Dungeon1,543,237,CrystalDestroyable,108386,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,Dungeon1Destroyable28,Dungeon1,543,235,CrystalDestroyable,108389,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,Dungeon1Destroyable29,Dungeon1,543,233,CrystalDestroyable,108392,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,Dungeon1Destroyable30,Dungeon1,542,240,CrystalDestroyable,108395,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,Dungeon1Destroyable31,Dungeon1,542,238,CrystalDestroyable,108398,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,Dungeon1Destroyable32,Dungeon1,542,236,CrystalDestroyable,108401,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,Dungeon1Destroyable33,Dungeon1,542,234,CrystalDestroyable,108404,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,Dungeon1Destroyable34,Dungeon1,544,240,CrystalDestroyable,108407,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,Dungeon1Destroyable35,Dungeon1,544,238,CrystalDestroyable,108410,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,Dungeon1Destroyable36,Dungeon1,544,236,CrystalDestroyable,108413,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,Dungeon1Destroyable37,Dungeon1,544,234,CrystalDestroyable,108416,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,XP crystal,Dungeon1Destroyable38,Dungeon1,615,208,CrystalDestroyable,108419,,,,0,,,,,,,,,,,,,,,,,,,,,,true
crystals,XP crystal,Dungeon1Destroyable39,Dungeon1,617,205,CrystalDestroyable,108422,,,,0,,,,,,,,,,,,,,,,,,,,,,true
crystals,XP crystal,Dungeon1Destroyable40,Dungeon1,616,204,CrystalDestroyable,108425,,,,0,,,,,,,,,,,,,,,,,,,,,,true
crystals,No-XP crystal,Dungeon1Destroyable41,Dungeon1,542,232,CrystalDestroyable,108428,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,Dungeon1Destroyable42,Dungeon1,543,241.34,CrystalDestroyable,108431,,,,1,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,Dungeon1Destroyable43,Dungeon1,544,232,CrystalDestroyable,108434,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,Dungeon1Destroyable44,Dungeon1,543,230.69,CrystalDestroyable,108437,,,,1,,,,,,,,,,,,,,,,,,,,,,false
crystals,XP crystal,Dungeon1Destroyable45,Dungeon1,543,230.78,CrystalDestroyable,108440,,,,0,,,,,,,,,,,,,,,,,,,,,,true
crystals,XP crystal,Dungeon1Destroyable46,Dungeon1,492,273,CrystalDestroyable,108443,,,,1,,,,,,,,,,,,,,,,,,,,,,true
crystals,XP crystal,Dungeon1Destroyable47,Dungeon1,550.38,198.7,CrystalDestroyable,108446,,,,0,,,,,,,,,,,,,,,,,,,,,,true
crystals,XP crystal,Dungeon1Destroyable48,Dungeon1,544,199,CrystalDestroyable,108449,,,,0,,,,,,,,,,,,,,,,,,,,,,true
crystals,No-XP crystal,Dungeon1Destroyable49,Dungeon1,623.67,240.41,CrystalDestroyable,108452,,,,1,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,Dungeon1Destroyable50,Dungeon1,624,237,CrystalDestroyable,108455,,,,2,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,Dungeon1Destroyable51,Dungeon1,628.28,239,CrystalDestroyable,108458,,,,2,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,Dungeon1Destroyable52,Dungeon1,541,239,CrystalDestroyable,108461,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,Dungeon1Destroyable53,Dungeon1,541,237,CrystalDestroyable,108464,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,XP crystal,Dungeon1Destroyable54,Dungeon1,628.29,239.03,CrystalDestroyable,108467,,,,1,,,,,,,,,,,,,,,,,,,,,,true
crystals,No-XP crystal,Dungeon1Destroyable55,Dungeon1,541,235,CrystalDestroyable,108470,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,Dungeon1Destroyable56,Dungeon1,541,233,CrystalDestroyable,108473,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,Dungeon1Destroyable57,Dungeon1,545,233,CrystalDestroyable,108476,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,Dungeon1Destroyable58,Dungeon1,545,235,CrystalDestroyable,108479,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,Dungeon1Destroyable59,Dungeon1,545,237,CrystalDestroyable,108482,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,No-XP crystal,Dungeon1Destroyable60,Dungeon1,545,239,CrystalDestroyable,108485,,,,0,,,,,,,,,,,,,,,,,,,,,,false
crystals,XP crystal,Dungeon1Destroyable61,Dungeon1,462.09,215.04,CrystalDestroyable,108488,,,,1,,,,,,,,,,,,,,,,,,,,,,true
jars,hp,Dungeon1Destroyable62,Dungeon1,520,273.12,Jar,108495,,11,1,1,,,,,,,,,,,,,,,,,,,,,,
jars,hp,Dungeon1Destroyable63,Dungeon1,514,273.12,Jar,108498,,11,1,1,,,,,,,,,,,,,,,,,,,,,,
jars,hp,Dungeon1Destroyable64,Dungeon1,520,275.12,Jar,108501,,11,1,1,,,,,,,,,,,,,,,,,,,,,,
jars,hp,Dungeon1Destroyable65,Dungeon1,514,275.12,Jar,108504,,11,1,1,,,,,,,,,,,,,,,,,,,,,,
pickups_remaining,Pickup,Dungeon1Energy0,Dungeon1,500,219,Pickup,108890,,17,,,,,,,,,,,,,,,,,,,,,,,,
pickups_remaining,Pickup,Dungeon1Hp0,Dungeon1,564,236,Pickup,108909,,18,,,,,,,,,,,,,,,,,,,,,,,,
pickups_remaining,Pickup,SkillDash,Dungeon1,517,237,Pickup,108927,,23,,,,,,,,,,,,,,,,,,,,,,,,
pickups_remaining,Pickup,Dungeon1CrystalKey0,Dungeon1,474,271,Pickup,108951,,136,,,,,,,,,,,,,,,,,,,,,,,,
pickups_remaining,Pickup,Dungeon1CrystalKey1,Dungeon1,423,225,Pickup,108964,,136,,,,,,,,,,,,,,,,,,,,,,,,
pickups_remaining,Pickup,Dungeon1CrystalKey2,Dungeon1,490,205,Pickup,108977,,136,,,,,,,,,,,,,,,,,,,,,,,,
pickups_remaining,Pickup,Dungeon1CrystalKey3,Dungeon1,603.84,245.25,Pickup,108990,,136,,,,,,,,,,,,,,,,,,,,,,,,
pickups_remaining,Pickup,Dungeon1BossKey,Dungeon1,547,193.23,Pickup,109004,,137,,,,,,,,,,,,,,,,,,,,,,,,
pickups_remaining,Pickup,Dungeon1CrystalBoss,Dungeon1,517,296.43,Pickup,109017,,138,,,,,,,,,,,,,,,,,,,,,,,,
enemies,Enemy,Dungeon1 000 StrollerT1 S1,Dungeon1,548,239,Enemy,109126,,44,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 001 StrollerT1 S1,Dungeon1,548,233,Enemy,109130,,44,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 002 CreeperT1 S1,Dungeon1,548,213,Enemy,109135,,53,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 003 CreeperT1 S1,Dungeon1,543,200,Enemy,109142,,53,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 004 FighterT1 S1,Dungeon1,561,207,Enemy,109149,,70,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 005 CreeperT1 S1,Dungeon1,544,213,Enemy,109155,,53,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 006 CreeperT1 S1,Dungeon1,540,201,Enemy,109162,,53,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 007 FighterT1 S1,Dungeon1,561,205,Enemy,109169,,70,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 008 CrosserT1 S1 Gamma,Dungeon1,424,205,Enemy,109176,,64,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 009 StrollerT1 S1,Dungeon1,427,201,Enemy,109195,,44,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 010 StrollerT1 S1,Dungeon1,413.78,204.02,Enemy,109199,,44,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 011 StrollerT1 S1,Dungeon1,445,202.88,Enemy,109203,,44,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 012 CreeperT1 S1,Dungeon1,420,195,Enemy,109207,,53,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 013 StrollerT1 S1,Dungeon1,476,205,Enemy,109215,,44,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 014 CreeperT1 S1,Dungeon1,454,205,Enemy,109219,,53,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 015 CreeperT1 S1,Dungeon1,472,212,Enemy,109226,,53,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 016 ShooterT1 S2 Solid,Dungeon1,537,275,Enemy,109235,,60,,2,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 017 ShooterT1 S2 Solid,Dungeon1,543,275,Enemy,109239,,60,,2,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 018 ShooterT1 S2 Solid,Dungeon1,549,275,Enemy,109243,,60,,2,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 019 ShooterT1 S2 Solid,Dungeon1,555,275,Enemy,109247,,60,,2,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 020 ShooterT1 S2 Solid,Dungeon1,561,275,Enemy,109251,,60,,2,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 021 ShooterT1 S2 Solid,Dungeon1,567,275,Enemy,109255,,60,,2,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 022 ShooterT1 S2 Solid,Dungeon1,573,275,Enemy,109259,,60,,2,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 023 ShooterT1 S2 Solid,Dungeon1,579,275,Enemy,109263,,60,,2,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 024 ShooterT1 S2 Solid,Dungeon1,585,275,Enemy,109267,,60,,2,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 025 StrollerT1 S1,Dungeon1,580,266,Enemy,109272,,44,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 026 StrollerT1 S1,Dungeon1,576,263,Enemy,109276,,44,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 027 StrollerT1 S1,Dungeon1,544,261,Enemy,109280,,44,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 028 ShooterT1 S2 Solid,Dungeon1,608,183,Enemy,109286,,60,,2,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 029 ShooterT1 S2 Solid,Dungeon1,610,183,Enemy,109290,,60,,2,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 030 ShooterT1 S2 Solid,Dungeon1,612,183,Enemy,109294,,60,,2,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 031 ShooterT1 S2 Solid,Dungeon1,614,183,Enemy,109298,,60,,2,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 032 ShooterT1 S2 Solid,Dungeon1,616,183,Enemy,109302,,60,,2,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 033 ShooterT1 S2 Solid,Dungeon1,618,183,Enemy,109306,,60,,2,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 034 ShooterT1 S2 Solid,Dungeon1,620,183,Enemy,109310,,60,,2,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 035 ShooterT1 S2 Solid,Dungeon1,622,183,Enemy,109314,,60,,2,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 036 ShooterT1 S2 Solid,Dungeon1,624,183,Enemy,109318,,60,,2,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 037 CrosserT1 S2 Gamma,Dungeon1,612,239,Enemy,109324,,86,,2,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 038 CrosserT1 S2 Solid,Dungeon1,495,236,Enemy,109344,,52,,2,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 039 CrosserT1 S2 Solid,Dungeon1,555,152,Enemy,109355,,52,,2,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 040 ShooterT1 S1,Dungeon1,482,175,Enemy,109369,,45,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 041 ShooterT1 S1,Dungeon1,498,175,Enemy,109373,,45,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 042 ShooterT1 S1,Dungeon1,480,179,Enemy,109378,,45,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 043 ShooterT1 S1,Dungeon1,500,179,Enemy,109382,,45,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 044 ShooterT1 S1,Dungeon1,500,171,Enemy,109386,,45,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 045 ShooterT1 S1,Dungeon1,480,171,Enemy,109390,,45,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 046 PiercerT1 S1,Dungeon1,433,225,Enemy,109410,,91,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 047 PiercerT1 S1,Dungeon1,413,225,Enemy,109414,,91,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 048 ShooterT1 S1,Dungeon1,410,225,Enemy,109419,,45,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 049 ShooterT1 S1,Dungeon1,436,225,Enemy,109423,,45,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 050 PiercerT1 S1,Dungeon1,417,229,Enemy,109427,,91,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 051 PiercerT1 S1,Dungeon1,429,229,Enemy,109431,,91,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 052 PiercerT1 S1,Dungeon1,417,221,Enemy,109435,,91,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 053 PiercerT1 S1,Dungeon1,429,221,Enemy,109439,,91,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 054 PiercerT1 S2,Dungeon1,432,230,Enemy,109444,,130,,2,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 055 PiercerT1 S3,Dungeon1,414,225,Enemy,109448,,139,,3,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 056 PiercerT1 S2,Dungeon1,432,220,Enemy,109457,,130,,2,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 057 FighterT1 S2,Dungeon1,474,274,Enemy,109485,,72,,2,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 058 FighterT1 S2,Dungeon1,464,263,Enemy,109496,,72,,2,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 059 FighterT1 S2,Dungeon1,484,263,Enemy,109506,,72,,2,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 060 CrosserT1 S2 Gamma,Dungeon1,474,269,Enemy,109516,,86,,2,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 061 CrosserT1 S2 Gamma,Dungeon1,468,274,Enemy,109527,,86,,2,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 062 CrosserT1 S2 Gamma,Dungeon1,468,264,Enemy,109537,,86,,2,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 063 CrosserT1 S2 Gamma,Dungeon1,480,274,Enemy,109547,,86,,2,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 064 CrosserT1 S2 Gamma,Dungeon1,480,264,Enemy,109557,,86,,2,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 065 StrollerT1 S1,Dungeon1,474,279,Enemy,109567,,44,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 066 StrollerT1 S1,Dungeon1,474,261,Enemy,109571,,44,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 067 FighterT1 S1,Dungeon1,602,209,Enemy,109595,,70,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 068 FighterT1 S1,Dungeon1,602,203,Enemy,109601,,70,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 069 FighterT1 S2,Dungeon1,602,206,Enemy,109608,,72,,2,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 070 DoublerT1 S1 Bounce Static,Dungeon1,602,213,Enemy,109618,,64,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 071 DoublerT1 S1 Bounce Static,Dungeon1,602,199,Enemy,109624,,64,,1,,,,,,,,,,,,,,1,,,,,,,,
enemies,Enemy,Dungeon1 072 FighterT1 S3,Dungeon1,605,206,Enemy,109631,,129,,3,,,,,,,,,,,,,,1,,,,,,,,
