category,name,object,scene,x,y,schema,objectIndex,size,tier,spriteI
enemies,Enemy,Dungeon2 221 ShooterT1 S1 Sniper,Dungeon2,918,290,Enemy,114941,1,1,45
enemies,Enemy,Dungeon2 222 ShooterT1 S1 Sniper,Dungeon2,913.98,290,Enemy,114946,1,1,45
enemies,Enemy,Dungeon2 223 ShooterT1 S1 Sniper,Dungeon2,907.98,286,Enemy,114951,1,1,45
enemies,Enemy,Dungeon2 224 ShooterT2 S1 Sniper,Dungeon2,905,288,Enemy,114956,1,2,54
enemies,Enemy,Dungeon2 225 CreeperT2 S1,Dungeon2,917,320.99,Enemy,114965,1,2,47
enemies,Enemy,Dungeon2 226 CreeperT2 S1,Dungeon2,915,319.99,Enemy,114980,1,2,47
enemies,Enemy,Dungeon2 227 CreeperT2 S1,Dungeon2,914,318.99,Enemy,114995,1,2,47
enemies,Enemy,Dungeon2 228 CreeperT2 S1,Dungeon2,933,318.99,Enemy,115010,1,2,47
enemies,Enemy,Dungeon2 229 CreeperT2 S1,Dungeon2,934,319.99,Enemy,115025,1,2,47
enemies,Enemy,Dungeon2 230 CreeperT2 S1,Dungeon2,934,317.99,Enemy,115040,1,2,47
enemies,Enemy,Dungeon2 231 CreeperT1 S1,Dungeon2,932,321.01,Enemy,115055,1,1,53
enemies,Enemy,Dungeon2 232 CreeperT1 S1,Dungeon2,932,319.01,Enemy,115062,1,1,53
enemies,Enemy,Dungeon2 233 CreeperT1 S1,Dungeon2,934,317.01,Enemy,115069,1,1,53
enemies,Enemy,Dungeon2 234 CreeperT1 S1,Dungeon2,933,321.01,Enemy,115076,1,1,53
enemies,Enemy,Dungeon2 235 CreeperT1 S1,Dungeon2,933,320.01,Enemy,115083,1,1,53
enemies,Enemy,Dungeon2 236 CreeperT1 S1,Dungeon2,933,322.01,Enemy,115090,1,1,53
enemies,Enemy,Dungeon2 237 CreeperT1 S1,Dungeon2,917,320.01,Enemy,115097,1,1,53
enemies,Enemy,Dungeon2 238 CreeperT1 S1,Dungeon2,916,322.01,Enemy,115104,1,1,53
enemies,Enemy,Dungeon2 239 CreeperT1 S1,Dungeon2,934,321.01,Enemy,115111,1,1,53
enemies,Enemy,Dungeon2 240 CreeperT1 S1,Dungeon2,932,320.01,Enemy,115118,1,1,53
enemies,Enemy,Dungeon2 241 CreeperT1 S1,Dungeon2,931,322.01,Enemy,115125,1,1,53
enemies,Enemy,Dungeon2 242 CreeperT1 S1,Dungeon2,934,319.01,Enemy,115132,1,1,53
enemies,Enemy,Dungeon2 243 CreeperT1 S1,Dungeon2,932,322.01,Enemy,115139,1,1,53
enemies,Enemy,Dungeon2 244 CreeperT1 S1,Dungeon2,933,318.01,Enemy,115146,1,1,53
enemies,Enemy,Dungeon2 245 CreeperT1 S1,Dungeon2,915,321.01,Enemy,115153,1,1,53
enemies,Enemy,Dungeon2 246 CreeperT1 S1,Dungeon2,915,319.01,Enemy,115160,1,1,53
enemies,Enemy,Dungeon2 247 CreeperT1 S1,Dungeon2,916,319.01,Enemy,115167,1,1,53
enemies,Enemy,Dungeon2 248 CreeperT1 S1,Dungeon2,916,321.01,Enemy,115174,1,1,53
enemies,Enemy,Dungeon2 249 CreeperT1 S1,Dungeon2,914,318.01,Enemy,115181,1,1,53
enemies,Enemy,Dungeon2 250 CreeperT1 S1,Dungeon2,914,320.01,Enemy,115188,1,1,53
enemies,Enemy,Dungeon2 251 CreeperT1 S1,Dungeon2,916,320.01,Enemy,115195,1,1,53
enemies,Enemy,Dungeon3 000 Slider T3 S1,Dungeon3,763.21,-22.59,Enemy,126992,1,3,73
enemies,Enemy,Dungeon3 001 Slider T3 S1,Dungeon3,766.21,-24.59,Enemy,127015,1,3,73
enemies,Enemy,Dungeon3 002 Slider T3 S1,Dungeon3,925,47,Enemy,127039,1,3,73
enemies,Enemy,Dungeon3 003 Slider T3 S1,Dungeon3,943,62,Enemy,127062,1,3,73
enemies,Enemy,Dungeon3 004 Slider T3 S1,Dungeon3,946,59,Enemy,127085,1,3,73
enemies,Enemy,Dungeon3 005 FisherT3 S3,Dungeon3,945,61,Enemy,127108,3,3,149
enemies,Enemy,Dungeon3 006 Slider T3 S1,Dungeon3,908,61,Enemy,127134,1,3,73
enemies,Enemy,Dungeon3 007 Slider T3 S1,Dungeon3,905,60,Enemy,127157,1,3,73
enemies,Enemy,Dungeon3 008 Slider T3 S1,Dungeon3,902,55,Enemy,127180,1,3,73
enemies,Enemy,Dungeon3 009 Slider T3 S1,Dungeon3,903,58,Enemy,127203,1,3,73
enemies,Enemy,Dungeon3 010 Slider T3 S1,Dungeon3,926,30,Enemy,127227,1,3,73
enemies,Enemy,Dungeon3 011 Slider T3 S1,Dungeon3,933,22,Enemy,127250,1,3,73
enemies,Enemy,Dungeon3 012 Slider T3 S1,Dungeon3,918,23,Enemy,127273,1,3,73
enemies,Enemy,Dungeon3 013 Slider T3 S1,Dungeon3,939,17,Enemy,127296,1,3,73
enemies,Enemy,Dungeon3 014 SpitterT3 S3,Dungeon3,926,23,Enemy,127319,3,3,79
enemies,Enemy,Dungeon3 015 CrosserT1 S2 Solid,Dungeon3,765,-37,Enemy,127339,2,1,52
enemies,Enemy,Dungeon3 016 CrosserT1 S2 Solid,Dungeon3,769,-72,Enemy,127349,2,1,52
enemies,Enemy,Dungeon3 017 CrosserT1 S2 Solid,Dungeon3,766,-61,Enemy,127359,2,1,52
enemies,Enemy,Dungeon3 018 CrosserT1 S2 Solid,Dungeon3,760,-51,Enemy,127369,2,1,52
enemies,Enemy,Dungeon3 019 CrosserT1 S2 Solid,Dungeon3,774,-30,Enemy,127379,2,1,52
enemies,Enemy,Dungeon3 020 SpitterT2 S2,Dungeon3,786,37,Enemy,127390,2,2,51
enemies,Enemy,Dungeon3 021 SpitterT2 S2,Dungeon3,799,37,Enemy,127401,2,2,51
enemies,Enemy,Dungeon3 022 Dungeon3 021 CrosserT1 S2 Solid Tourniquet Dg3,Dungeon3,915,-144,Enemy,127413,2,1,52
enemies,Enemy,Dungeon3 023 Dungeon3 021 CrosserT1 S2 Solid Tourniquet Dg3,Dungeon3,901,-153,Enemy,127423,2,1,52
enemies,Enemy,Dungeon3 024 Dungeon3 021 CrosserT1 S2 Solid Tourniquet Dg3,Dungeon3,884,-158,Enemy,127433,2,1,52
enemies,Enemy,Dungeon3 025 Dungeon3 021 CrosserT1 S2 Solid Tourniquet Dg3,Dungeon3,865,-158,Enemy,127443,2,1,52
enemies,Enemy,Dungeon3 026 Dungeon3 021 CrosserT1 S2 Solid Tourniquet Dg3,Dungeon3,845,-157,Enemy,127453,2,1,52
enemies,Enemy,Dungeon3 027 Dungeon3 021 CrosserT1 S2 Solid Tourniquet Dg3,Dungeon3,823,-143,Enemy,127463,2,1,52
enemies,Enemy,Dungeon3 028 Dungeon3 021 CrosserT1 S2 Solid Tourniquet Dg3,Dungeon3,817,-149,Enemy,127473,2,1,52
enemies,Enemy,Dungeon3 029 SpitterT2 S1,Dungeon3,944,30,Enemy,127484,1,2,49
enemies,Enemy,Dungeon3 030 SpitterT2 S1,Dungeon3,942,26,Enemy,127495,1,2,49
enemies,Enemy,Dungeon3 031 SpitterT2 S1,Dungeon3,951,21,Enemy,127506,1,2,49
enemies,Enemy,Dungeon3 032 SpitterT2 S1,Dungeon3,948,24,Enemy,127517,1,2,49
enemies,Enemy,Dungeon3 033 Slider T3 S1,Dungeon3,953,20,Enemy,127528,1,3,73
enemies,Enemy,Dungeon3 034 Slider T3 S1,Dungeon3,953,16,Enemy,127551,1,3,73
enemies,Enemy,Dungeon3 035 Slider T3 S1,Dungeon3,910,20,Enemy,127575,1,3,73
enemies,Enemy,Dungeon3 036 SquiderT3 S1,Dungeon3,928,-19,Enemy,127602,1,3,85
enemies,Enemy,Dungeon3 037 SquiderT3 S1,Dungeon3,921,-12,Enemy,127612,1,3,85
enemies,Enemy,Dungeon3 038 SquiderT3 S1,Dungeon3,914,-19,Enemy,127622,1,3,85
enemies,Enemy,Dungeon3 039 SquiderT3 S1,Dungeon3,921,-26,Enemy,127632,1,3,85
enemies,Enemy,Dungeon3 040 ShooterT3 S1 Sniper,Dungeon3,909,-12,Enemy,127643,1,3,150
enemies,Enemy,Dungeon3 041 SquiderT3 S2,Dungeon3,915,-20,Enemy,127648,2,3,151
enemies,Enemy,Dungeon3 042 SquiderT3 S2,Dungeon3,927,-20,Enemy,127660,2,3,151
enemies,Enemy,Dungeon3 043 ShooterT3 S1 Sniper,Dungeon3,933,-12,Enemy,127672,1,3,150
enemies,Enemy,Dungeon3 044 ShooterT3 S1 Sniper,Dungeon3,933,-18,Enemy,127678,1,3,150
enemies,Enemy,Dungeon3 045 ShooterT3 S1 Sniper,Dungeon3,907,-22,Enemy,127683,1,3,150
enemies,Enemy,Dungeon3 046 SquiderT3 S1,Dungeon3,928,-20,Enemy,127688,1,3,85
enemies,Enemy,Dungeon3 047 SquiderT3 S1,Dungeon3,921,-13,Enemy,127698,1,3,85
enemies,Enemy,Dungeon3 048 SquiderT2 S2,Dungeon3,916.05,-15.05,Enemy,127708,2,2,84
enemies,Enemy,Dungeon3 049 SquiderT2 S2,Dungeon3,916.05,-24.95,Enemy,127720,2,2,84
enemies,Enemy,Dungeon3 050 SquiderT3 S1,Dungeon3,921,-27,Enemy,127732,1,3,85
enemies,Enemy,Dungeon3 051 SquiderT2 S2,Dungeon3,925.95,-24.95,Enemy,127742,2,2,84
enemies,Enemy,Dungeon3 052 SquiderT3 S1,Dungeon3,914,-20,Enemy,127754,1,3,85
enemies,Enemy,Dungeon3 053 SquiderT2 S2,Dungeon3,925.95,-15.05,Enemy,127764,2,2,84
enemies,Enemy,Dungeon3 054 DoublerT3 S1 Bounce Pattern,Dungeon3,801,0,Enemy,127794,1,3,131
enemies,Enemy,Dungeon3 055 DoublerT3 S1 Bounce Pattern,Dungeon3,783,-16,Enemy,127800,1,3,131
enemies,Enemy,Dungeon3 056 FisherT2 S1,Dungeon3,783,-14,Enemy,127806,1,2,152
enemies,Enemy,Dungeon3 057 FisherT2 S1,Dungeon3,801,-14,Enemy,127820,1,2,152
enemies,Enemy,Dungeon3 058 FisherT2 S1,Dungeon3,801,-2,Enemy,127834,1,2,152
enemies,Enemy,Dungeon3 059 FisherT2 S1,Dungeon3,783,-2,Enemy,127848,1,2,152
enemies,Enemy,Dungeon3 060 PiercerT3 S1,Dungeon3,785,-14,Enemy,127863,1,3,109
enemies,Enemy,Dungeon3 061 PiercerT3 S1,Dungeon3,799,-2,Enemy,127867,1,3,109
enemies,Enemy,Dungeon3 062 FisherT3 S2,Dungeon3,781,-6,Enemy,127871,2,3,153
enemies,Enemy,Dungeon3 063 FisherT3 S2,Dungeon3,803,-10,Enemy,127885,2,3,153
enemies,Enemy,Dungeon3 064 CrosserT1 S2 Solid,Dungeon3,867,32,Enemy,127917,2,1,52
enemies,Enemy,Dungeon3 065 FighterT2 S1,Dungeon3,852,32,Enemy,127928,1,2,71
enemies,Enemy,Dungeon3 066 FighterT2 S1,Dungeon3,882,32,Enemy,127936,1,2,71
enemies,Enemy,Dungeon3 067 FighterT3 S1,Dungeon3,852,30,Enemy,127945,1,3,82
enemies,Enemy,Dungeon3 068 FighterT3 S1,Dungeon3,882,34,Enemy,127951,1,3,82
enemies,Enemy,Dungeon3 069 FighterT3 S1,Dungeon3,880,32,Enemy,127958,1,3,82
enemies,Enemy,Dungeon3 070 FighterT3 S1,Dungeon3,867,41,Enemy,127964,1,3,82
enemies,Enemy,Dungeon3 071 FighterT3 S1,Dungeon3,854,32,Enemy,127970,1,3,82
enemies,Enemy,Dungeon3 072 FighterT3 S1,Dungeon3,867,23,Enemy,127976,1,3,82
enemies,Enemy,Dungeon3 073 FighterT1 S1,Dungeon3,867,41,Enemy,127983,1,1,70
enemies,Enemy,Dungeon3 074 FighterT1 S1,Dungeon3,876,32,Enemy,127989,1,1,70
enemies,Enemy,Dungeon3 075 FighterT1 S1,Dungeon3,871.5,39.79,Enemy,127995,1,1,70
enemies,Enemy,Dungeon3 076 FighterT1 S1,Dungeon3,874.79,36.5,Enemy,128001,1,1,70
enemies,Enemy,Dungeon3 077 FighterT1 S1,Dungeon3,862.5,39.79,Enemy,128007,1,1,70
enemies,Enemy,Dungeon3 078 FighterT1 S1,Dungeon3,859.21,36.5,Enemy,128013,1,1,70
enemies,Enemy,Dungeon3 079 FighterT1 S1,Dungeon3,858,32,Enemy,128019,1,1,70
enemies,Enemy,Dungeon3 080 FighterT1 S1,Dungeon3,859.21,27.5,Enemy,128025,1,1,70
enemies,Enemy,Dungeon3 081 FighterT1 S1,Dungeon3,862.5,24.21,Enemy,128031,1,1,70
enemies,Enemy,Dungeon3 082 FighterT1 S1,Dungeon3,867,23,Enemy,128037,1,1,70
enemies,Enemy,Dungeon3 083 FighterT1 S1,Dungeon3,871.5,24.21,Enemy,128043,1,1,70
enemies,Enemy,Dungeon3 084 FighterT1 S1,Dungeon3,874.79,27.5,Enemy,128049,1,1,70
enemies,Boss/enemy,Dungeon3 085 Boss3 T3 S3,Dungeon3,867,-107.07,Enemy,128073,3,3,154
enemies,Enemy,Dungeon3 086 ShooterT2 S3,Dungeon3,800,-80,Enemy,128185,3,2,62
enemies,Enemy,Dungeon3 087 ShooterT2 S3,Dungeon3,811,-89,Enemy,128191,3,2,62
enemies,Enemy,Dungeon3 088 ShooterT2 S3,Dungeon3,811,-71,Enemy,128197,3,2,62
enemies,Enemy,Dungeon3 089 ShooterT2 S3,Dungeon3,822,-80,Enemy,128203,3,2,62
enemies,Enemy,Dungeon3 090 DoublerT3 S1 Bounce Pattern,Dungeon3,821,-74,Enemy,128213,1,3,131
enemies,Enemy,Dungeon3 091 DoublerT3 S1 Bounce Pattern,Dungeon3,799,-82,Enemy,128219,1,3,131
enemies,Enemy,Dungeon3 092 FisherT3 S1,Dungeon3,821,-76,Enemy,128229,1,3,155
enemies,Enemy,Dungeon3 093 FisherT3 S1,Dungeon3,821,-84,Enemy,128243,1,3,155
enemies,Enemy,Dungeon3 094 DoublerT3 S1 Bounce Pattern,Dungeon3,821,-86,Enemy,128257,1,3,131
enemies,Enemy,Dungeon3 095 DoublerT3 S1 Bounce Pattern,Dungeon3,821,-74,Enemy,128263,1,3,131
enemies,Enemy,Dungeon3 096 ShooterT3 S1 Sniper,Dungeon3,913,-42,Enemy,128273,1,3,150
enemies,Enemy,Dungeon3 097 ShooterT3 S1 Sniper,Dungeon3,929,-56,Enemy,128278,1,3,150
enemies,Enemy,Dungeon3 098 ShooterT2 S3,Dungeon3,929,-42,Enemy,128283,3,2,62
enemies,Enemy,Dungeon3 099 ShooterT2 S3,Dungeon3,913,-56,Enemy,128289,3,2,62
enemies,Enemy,Dungeon3 100 SpitterT3 S1,Dungeon3,817,-16,Enemy,128299,1,3,73
enemies,Enemy,Dungeon3 101 SpitterT3 S1,Dungeon3,833,-5,Enemy,128310,1,3,73
enemies,Enemy,Dungeon3 102 StrollerT2 S1,Dungeon3,836,-14,Enemy,128321,1,2,104
enemies,Enemy,Dungeon3 103 StrollerT2 S1,Dungeon3,829,-21,Enemy,128327,1,2,104
enemies,Enemy,Dungeon3 104 StrollerT2 S1,Dungeon3,822,-14,Enemy,128333,1,2,104
enemies,Enemy,Dungeon3 105 StrollerT2 S1,Dungeon3,829,-7,Enemy,128339,1,2,104
enemies,Enemy,Dungeon3 106 SpitterT3 S1,Dungeon3,837,-22,Enemy,128345,1,3,73
enemies,Enemy,Dungeon3 107 FisherT2 S3,Dungeon3,880,-46,Enemy,128360,3,2,156
enemies,Enemy,Dungeon3 108 FighterT2 S1,Dungeon3,888,-39,Enemy,128385,1,2,71
enemies,Enemy,Dungeon3 109 FighterT2 S1,Dungeon3,889,-40,Enemy,128393,1,2,71
enemies,Enemy,Dungeon3 110 FighterT2 S1,Dungeon3,888,-53,Enemy,128401,1,2,71
enemies,Enemy,Dungeon3 111 FighterT2 S1,Dungeon3,889,-52,Enemy,128409,1,2,71
enemies,Enemy,Dungeon3 112 FisherT2 S2,Dungeon3,882,-43,Enemy,128417,2,2,157
enemies,Enemy,Dungeon3 113 FisherT2 S2,Dungeon3,882,-49,Enemy,128431,2,2,157
enemies,Enemy,Dungeon3 114 Slider T3 S1,Dungeon3,774,46,Enemy,128449,1,3,73
enemies,Enemy,Dungeon3 115 Slider T3 S1,Dungeon3,774,53,Enemy,128472,1,3,73
enemies,Enemy,Dungeon3 116 Slider T3 S1,Dungeon3,768,53,Enemy,128495,1,3,73
enemies,Enemy,Dungeon3 117 Slider T3 S1,Dungeon3,768,46,Enemy,128518,1,3,73
enemies,Enemy,Dungeon5 000 DoublerT1 S1 Solid Bounce,Dungeon5,1243,-97,Enemy,134002,1,1,46
enemies,Enemy,Dungeon5 001 DoublerT1 S1 Solid Bounce,Dungeon5,1267,-97,Enemy,134010,1,1,46
enemies,Enemy,Dungeon5 002 DoublerT1 S1 Solid Bounce,Dungeon5,1267,-94,Enemy,134018,1,1,46
enemies,Enemy,Dungeon5 003 DoublerT1 S1 Solid Bounce,Dungeon5,1243,-94,Enemy,134026,1,1,46
enemies,Enemy,Dungeon5 004 DoublerT1 S1 Solid Bounce,Dungeon5,1243,-91,Enemy,134034,1,1,46
enemies,Enemy,Dungeon5 005 DoublerT1 S1 Solid Bounce,Dungeon5,1267,-91,Enemy,134042,1,1,46
enemies,Enemy,Dungeon5 006 DoublerT1 S1 Solid Bounce,Dungeon5,1267,-88,Enemy,134050,1,1,46
enemies,Enemy,Dungeon5 007 DoublerT1 S1 Solid Bounce,Dungeon5,1243,-88,Enemy,134058,1,1,46
enemies,Enemy,Dungeon5 008 DoublerT1 S1 Solid Bounce,Dungeon5,1243,-85,Enemy,134066,1,1,46
enemies,Enemy,Dungeon5 009 DoublerT1 S1 Solid Bounce,Dungeon5,1267,-85,Enemy,134074,1,1,46
enemies,Enemy,Dungeon5 010 DoublerT1 S1 Solid Bounce,Dungeon5,1267,-82,Enemy,134082,1,1,46
enemies,Enemy,Dungeon5 011 DoublerT1 S1 Solid Bounce,Dungeon5,1243,-82,Enemy,134090,1,1,46
enemies,Enemy,Dungeon5 012 DoublerT1 S1 Solid Bounce,Dungeon5,1243,-79,Enemy,134098,1,1,46
enemies,Enemy,Dungeon5 013 DoublerT1 S1 Solid Bounce,Dungeon5,1267,-79,Enemy,134106,1,1,46
enemies,Enemy,Dungeon5 014 DoublerT1 S1 Solid Bounce,Dungeon5,1267,-76,Enemy,134114,1,1,46
enemies,Enemy,Dungeon5 015 DoublerT1 S1 Solid Bounce,Dungeon5,1243,-76,Enemy,134122,1,1,46
enemies,Enemy,Dungeon5 016 DoublerT1 S1 Solid Bounce,Dungeon5,1243,-73,Enemy,134130,1,1,46
enemies,Enemy,Dungeon5 017 DoublerT1 S1 Solid Bounce,Dungeon5,1267,-73,Enemy,134138,1,1,46
enemies,Enemy,Dungeon5 018 DoublerT1 S1 Solid Bounce,Dungeon5,1267,-70,Enemy,134146,1,1,46
enemies,Enemy,Dungeon5 019 DoublerT1 S1 Solid Bounce,Dungeon5,1243,-70,Enemy,134154,1,1,46
enemies,Enemy,Dungeon5 020 DoublerT1 S1 Solid Bounce,Dungeon5,1267,-67,Enemy,134162,1,1,46
enemies,Enemy,Dungeon5 021 DoublerT1 S1 Solid Bounce,Dungeon5,1243,-67,Enemy,134170,1,1,46
enemies,Enemy,Dungeon5 022 DoublerT1 S1 Solid Bounce,Dungeon5,1267,-64,Enemy,134178,1,1,46
enemies,Enemy,Dungeon5 023 DoublerT1 S1 Solid Bounce,Dungeon5,1243,-64,Enemy,134186,1,1,46
enemies,Enemy,Dungeon5 024 DoublerT1 S1 Solid Bounce,Dungeon5,1267,-61,Enemy,134194,1,1,46
enemies,Enemy,Dungeon5 025 DoublerT1 S1 Solid Bounce,Dungeon5,1243,-61,Enemy,134202,1,1,46
enemies,Enemy,Dungeon5 026 DoublerT1 S1 Solid Bounce,Dungeon5,1240,-109,Enemy,134212,1,1,46
enemies,Enemy,Dungeon5 027 DoublerT1 S1 Solid Bounce,Dungeon5,1240,-115,Enemy,134220,1,1,46
enemies,Enemy,Dungeon5 028 DoublerT1 S1 Solid Bounce,Dungeon5,1240,-121,Enemy,134228,1,1,46
enemies,Enemy,Dungeon5 029 DoublerT1 S1 Solid Bounce,Dungeon5,1240,-127,Enemy,134236,1,1,46
enemies,Enemy,Dungeon5 030 DoublerT1 S1 Solid Bounce,Dungeon5,1240,-133,Enemy,134244,1,1,46
enemies,Enemy,Dungeon5 031 DoublerT1 S1 Solid Bounce,Dungeon5,1240,-139,Enemy,134252,1,1,46
enemies,Enemy,Dungeon5 032 DoublerT1 S1 Solid Bounce,Dungeon5,1240,-145,Enemy,134260,1,1,46
enemies,Enemy,Dungeon5 033 DoublerT1 S1 Solid Bounce,Dungeon5,1240,-151,Enemy,134268,1,1,46
enemies,Enemy,Dungeon5 034 DoublerT1 S1 Solid Bounce,Dungeon5,1240,-157,Enemy,134276,1,1,46
enemies,Enemy,Dungeon5 035 DoublerT1 S1 Solid Bounce,Dungeon5,1240,-163,Enemy,134284,1,1,46
enemies,Enemy,Dungeon5 036 DoublerT1 S1 Solid Bounce,Dungeon5,1240,-169,Enemy,134292,1,1,46
enemies,Enemy,Dungeon5 037 DoublerT1 S1 Solid Bounce,Dungeon5,1240,-112,Enemy,134300,1,1,46
enemies,Enemy,Dungeon5 038 DoublerT1 S1 Solid Bounce,Dungeon5,1240,-118,Enemy,134308,1,1,46
enemies,Enemy,Dungeon5 039 DoublerT1 S1 Solid Bounce,Dungeon5,1240,-124,Enemy,134316,1,1,46
enemies,Enemy,Dungeon5 040 DoublerT1 S1 Solid Bounce,Dungeon5,1240,-130,Enemy,134324,1,1,46
enemies,Enemy,Dungeon5 041 DoublerT1 S1 Solid Bounce,Dungeon5,1240,-136,Enemy,134332,1,1,46
enemies,Enemy,Dungeon5 042 DoublerT1 S1 Solid Bounce,Dungeon5,1240,-142,Enemy,134340,1,1,46
enemies,Enemy,Dungeon5 043 DoublerT1 S1 Solid Bounce,Dungeon5,1240,-148,Enemy,134348,1,1,46
enemies,Enemy,Dungeon5 044 DoublerT1 S1 Solid Bounce,Dungeon5,1240,-154,Enemy,134356,1,1,46
enemies,Enemy,Dungeon5 045 DoublerT1 S1 Solid Bounce,Dungeon5,1240,-160,Enemy,134364,1,1,46
enemies,Enemy,Dungeon5 046 DoublerT1 S1 Solid Bounce,Dungeon5,1240,-166,Enemy,134372,1,1,46
enemies,Enemy,Dungeon5 047 FighterT3 S1,Dungeon5,1249,-115,Enemy,134381,1,3,82
enemies,Enemy,Dungeon5 048 FighterT3 S1,Dungeon5,1261,-115,Enemy,134387,1,3,82
enemies,Enemy,Dungeon5 049 FighterT3 S1,Dungeon5,1255,-111,Enemy,134393,1,3,82
enemies,Enemy,Dungeon5 050 FighterT3 S1,Dungeon5,1255,-140,Enemy,134399,1,3,82
enemies,Enemy,Dungeon5 051 FighterT3 S1,Dungeon5,1265,-128,Enemy,134405,1,3,82
enemies,Enemy,Dungeon5 052 FighterT3 S1,Dungeon5,1245,-128,Enemy,134411,1,3,82
enemies,Enemy,Dungeon5 053 ShooterT3 S2,Dungeon5,1319,113,Enemy,134418,2,3,101
enemies,Enemy,Dungeon5 054 ShooterT3 S2,Dungeon5,1333,113,Enemy,134422,2,3,101
enemies,Enemy,Dungeon5 055 ShooterT3 S2,Dungeon5,1319,125,Enemy,134426,2,3,101
enemies,Enemy,Dungeon5 056 ShooterT3 S2,Dungeon5,1319,101,Enemy,134430,2,3,101
enemies,Enemy,Dungeon5 057 ShooterT3 S2,Dungeon5,1299,101,Enemy,134434,2,3,101
enemies,Enemy,Dungeon5 058 ShooterT3 S2,Dungeon5,1299,97,Enemy,134438,2,3,101
enemies,Enemy,Dungeon5 059 ShooterT3 S2,Dungeon5,1347,111,Enemy,134442,2,3,101
enemies,Enemy,Dungeon5 060 ShooterT3 S2,Dungeon5,1347,125,Enemy,134446,2,3,101
enemies,Enemy,Dungeon5 061 ShooterT3 S2,Dungeon5,1367,101,Enemy,134450,2,3,101
enemies,Enemy,Dungeon5 062 ShooterT3 S2,Dungeon5,1367,97,Enemy,134454,2,3,101
enemies,Enemy,Dungeon5 063 ShooterT3 S2,Dungeon5,1347,99,Enemy,134458,2,3,101
enemies,Enemy,Dungeon5 064 ShooterT3 S2,Dungeon5,1305,127,Enemy,134462,2,3,101
enemies,Enemy,Dungeon5 065 ShooterT3 S2,Dungeon5,1361,127,Enemy,134466,2,3,101
enemies,Boss/enemy,Dungeon5 066 Miniboss Darker T3 S3,Dungeon5,1429,-240,Enemy,134477,3,3,160
enemies,Boss/enemy,Dungeon5 067 Miniboss Darker T3 S3,Dungeon5,1387,-240,Enemy,134503,3,3,160
enemies,Enemy,Dungeon5 068 ShooterT3 S3 Giant,Dungeon5,1255,-286.8,Enemy,134529,3,3,161
enemies,Enemy,Dungeon5BulletBlocker1,Dungeon5,1230,-220,Enemy,134539,1,1,60
enemies,Enemy,Dungeon5BulletBlocker2,Dungeon5,1242,-220,Enemy,134543,1,1,60
enemies,Enemy,Dungeon5BulletBlocker3,Dungeon5,1268,-220,Enemy,134547,1,1,60
enemies,Enemy,Dungeon5BulletBlocker4,Dungeon5,1280,-220,Enemy,134551,1,1,60
enemies,Enemy,Dungeon5BulletBlocker5,Dungeon5,1236,-226,Enemy,134555,1,1,60
enemies,Enemy,Dungeon5BulletBlocker6,Dungeon5,1236,-214,Enemy,134559,1,1,60
enemies,Enemy,Dungeon5BulletBlocker7,Dungeon5,1274,-226,Enemy,134563,1,1,60
enemies,Enemy,Dungeon5BulletBlocker8,Dungeon5,1274,-214,Enemy,134567,1,1,60
enemies,Enemy,Dungeon5BulletBlocker9,Dungeon5,1255,-230,Enemy,134571,1,1,52
enemies,Enemy,Dungeon5BulletBlocker10,Dungeon5,1255,-210,Enemy,134581,1,1,52
enemies,Enemy,Dungeon5BulletBlocker11,Dungeon5,1227,-232,Enemy,134591,1,1,46
enemies,Enemy,Dungeon5BulletBlocker12,Dungeon5,1283,-232,Enemy,134601,1,1,46
enemies,Enemy,Dungeon5BulletBlocker13,Dungeon5,1227,-208,Enemy,134611,1,1,46
enemies,Enemy,Dungeon5BulletBlocker14,Dungeon5,1283,-208,Enemy,134621,1,1,46
enemies,Enemy,Dungeon5 083 DodgerT3 S1,Dungeon5,1264,-220,Enemy,134632,1,3,134
enemies,Enemy,Dungeon5 084 DodgerT3 S1,Dungeon5,1261.36,-213.64,Enemy,134642,1,3,134
enemies,Enemy,Dungeon5 085 DodgerT3 S1,Dungeon5,1255,-211,Enemy,134652,1,3,134
enemies,Enemy,Dungeon5 086 DodgerT3 S1,Dungeon5,1248.64,-213.64,Enemy,134662,1,3,134
enemies,Enemy,Dungeon5 087 DodgerT3 S1,Dungeon5,1246,-220,Enemy,134672,1,3,134
enemies,Enemy,Dungeon5 088 DodgerT3 S1,Dungeon5,1248.64,-226.36,Enemy,134682,1,3,134
enemies,Enemy,Dungeon5 089 DodgerT3 S1,Dungeon5,1255,-229,Enemy,134692,1,3,134
enemies,Enemy,Dungeon5 090 DodgerT3 S1,Dungeon5,1261.36,-226.36,Enemy,134702,1,3,134
enemies,Enemy,Dungeon5 091 DodgerT3 S1,Dungeon5,1244,-218,Enemy,134713,1,3,134
enemies,Enemy,Dungeon5 092 DodgerT3 S1,Dungeon5,1245,-220,Enemy,134723,1,3,134
enemies,Enemy,Dungeon5 093 DodgerT3 S1,Dungeon5,1244,-222,Enemy,134733,1,3,134
enemies,Enemy,Dungeon5 094 DodgerT3 S1,Dungeon5,1266,-222,Enemy,134743,1,3,134
enemies,Enemy,Dungeon5 095 DodgerT3 S1,Dungeon5,1266,-218,Enemy,134753,1,3,134
